;appId;install;genre;price;currency;free;title;summary
17;me.plusnow.shield.stable;10,000+;Tools;2.89;AUD;False;AdShield - Ad blocker, No more ads & tracking;"Powerful Content Blocker for Chrome &amp; other browsers, Block ads and more"
18;com.betafish.adblocksbrowser;5,000,000+;Productivity;0.0;USD;True;AdBlock for Samsung Internet;Surf the Web faster, safer, and ad-free with AdBlock for Samsung Internet!
19;com.adblock.App;10,000+;Tools;0.0;XXX;True;AdBlock - Block ad for all Browers,ad blocker plus;AdBlock is an ideal solution for Android mobile devices.
20;net.browsetech.adremover.android;50,000+;Communication;0.0;USD;True;Ad Remover;Blocks online ads and activity trackers on your Android device.
21;com.adblocker.turbo.browser;50,000+;Communication;0.0;USD;True;Ad Blocker Turbo - Adblocker Browser;Get an Ad-Free experience with Ad Blocker Turbo browser.No Ads = Lower data plan
22;com.avg.android.secure.browser;100,000+;Communication;0.0;USD;True;AVG Browser: Fast Browser + VPN & Ad Block;"AVG Browser is a fast private browser with built-in VPN &amp; ad blocker."
23;pure.lite.browser;500,000+;Communication;0.0;USD;True;Pure Web Browser-Ad Blocker,Video Download,Private;Fast and mini browser with Ad Blocker,Video Downloader and Privacy Mode
24;com.ad_detector.airpushdetector;500,000+;Tools;0.0;USD;True;Ads Detector & Airpush Detector (Simple Version);Ads Detector - Airpush Detector is an adware detector that detects adware apps
25;com.tenta.android;1,000,000+;Communication;0.0;USD;True;Tenta Private VPN Browser + Ad Blocker (Beta);⚡️ Your private, encrypted browser with built-in VPN for faster secure browsing
26;com.pure.browser.plus;1,000+;Communication;3.19;AUD;False;Pure Browser Pro-Ad Blocker,Video Download,Player;Fast and mini browser with Ad Blocker,Video Downloader and Video Player
27;cm.browser.privatewindow.download;50,000+;Communication;0.0;XXX;True;CM Browser - Fast Download, Private, Ad Blocker;Most secure browser, top video download with Ad Blocker
28;com.pure.mini.browser;50,000+;Communication;0.0;USD;True;Mini Web Browser-Fast & Ad Blocker & Video Player;Fast and Mini Browser with Ad Blocker,Video download and Video player
29;com.duckduckgo.mobile.android;10,000,000+;Tools;0.0;USD;True;DuckDuckGo Privacy Browser;Browse the web privately, search anonymously, and escape ad trackers.
30;com.airpush_detector.ad_blocker;1,000+;Tools;1.79;AUD;False;Airpush Detector : Ad Detector;Airpush Detector : Ad Detector is an app to block mobile ads in your phone
31;com.avast.android.secure.browser;500,000+;Communication;0.0;USD;True;Avast Secure Browser: Fast VPN + Ad Block;Free private browser with built-in VPN and AdBlock for faster secure browsing.
32;com.skipads.skipyoutubeadsandcommercials;1,000+;Tools;0.0;XXX;True;Skip ads for video stream: ad blocker & ad cleaner;"Fast skip advertisement &amp; commercial while playing video to avoid interruption"
33;made.in.india.adfreemusic;100+;Productivity;0.0;USD;True;Free Ad Guard - auto skip ads;Listen/watch Ad Free content on your favourite music app
34;com.ume.browser.cust;1,000,000+;Tools;0.0;USD;True;Ume Browser - Fast & Private & Ad Blocker;Fast and Secure Browser with Ad blocker,Download Manager and Incognito Mode
35;com.github.xfalcon.vhosts;10,000+;Tools;4.99;AUD;False;Vpn Hosts (ad blocker & no root & support ipv6 );1,no root use customized Hosts File on android.<br>2,support wildcard DNS records.
36;br.marcelo.monumentbrowser;100,000+;Communication;0.0;USD;True;Monument Browser: Ad Blocker, Privacy Focused;Browse with privacy and download speed booster too!
37;com.appybuilder.asier_oyanguren.adApp2;5+;Entertainment;0.0;USD;True;Ad App;Tired of watching ads when you didnt want to? Here you can see them in your will
38;com.vivaldi.browser;1,000,000+;Communication;0.0;USD;True;Vivaldi Browser with ad blocker: fast & private;"Fast &amp; private web browser with ad blocker, sync, dark &amp; private mode."
39;com.gobest.goclean;1,000,000+;Productivity;0.0;USD;True;Goclean-Pop up Ad detector,airpush detector;.GoClean is to measure the data usage  <br>. Ad Detector -pop up ads remover
40;com.blink.browser;100,000+;Tools;0.0;USD;True;Bravo Browser-Fast download, Ad Block, Security;"Super security &amp; light browser, speed download, powerful  Ad Block and search."
41;co.madseven.browser;10,000+;Productivity;0.0;USD;True;Apolo Browser - Ad Block - Coupon Code;Ad Block Browser Quick Search Engine Antivirus Browser Coupon Code
42;com.insher.main;5,000+;Tools;0.0;USD;True;Ad Skipper - Skip the Irrelevant;"Helps You Skip all the Irrelevant Ads &amp; Content without explicit clicking"
43;com.ume.browser.bose;10,000+;Communication;0.0;USD;True;Web Browser - Fast & Private & Ad Blocker;Fast and Secure Browser with Ad Blocker,Fast Download and Incognito Mode
44;com.shaon.pmbrowser;10,000+;Communication;0.0;USD;True;PM Browser - Ad Blocker & Data Saver;A Fast Secure browser that Data Saver, blocks ads and lets you easily
45;com.sahani2020.blaze;1,000+;Communication;0.0;USD;True;Blazing Web Browser - Fast & Secure | Ad Blocker;"Browse/Surf the Internet Fast &amp; more Secure with Ad blocker and Save your data."
46;com.kuto.browser;100,000+;Communication;0.0;USD;True;KUTO Mini Browser-Tiny, Fast, Private, No Ad;Tiny size, powerful features(Privacy tab, Ad block, multi-thread download)
47;com.droid.netflixIMDB;5,000+;Productivity;0.0;USD;True;Ad Skipper and IMDB Rater;Skips Ads and shows IMDb ratings
48;com.hamatim.adwarehunter;500+;Tools;0.0;VND;True;Adware Hunter - Popup Ad Detector & Find Cause;No more trouble, this app will help you find out what is the cause of the popups
49;com.opera.oxbrowser;500+;Communication;0.0;XXX;True;OX Browser : Fast Download, Secure, Ad Block;OX Browser is a fast, simple, data saving and secure browser for Android Phone
50;org.internetcondom.adblocker;100+;Tools;0.0;USD;True;Internet Condom - Ad Blocker;Surf ad-free with Internet Condom.
51;org.blpomda.alarm;100+;Tools;0.0;XXX;True;Ad blocker;Very useful ad blocking tool.
52;s.sdownload.adblockerultimatebrowser;500,000+;Productivity;0.0;USD;True;AdBlocker Ultimate Browser;Crazy fast, secure and free ad blocker browser for Android that blocks ALL ads.
53;com.seven.adclear.fsb;1,000,000+;Tools;0.0;USD;True;AdClear Content Blocker;Ad blocking browser extension and DNS changer for Android
54;ai.blokee.browser.android;100,000+;Communication;0.0;USD;True;Free Adblocker - Bloket Browser (Fast internet);"#1 ad blocking internet browser ★ Free download ★ Blocks video ads &amp; banner ads"
55;com.rucksack.adblock;100,000+;Tools;0.0;USD;True;Adblock - No Ads. Better battery, faster browsing.;Adblock - in browser, Android apps. Plus data protection and privacy.
56;adsblocker.adsskiper.adsblockerbrowser.cuckoo;100,000+;Tools;0.0;USD;True;Skip Ads for Youtube - Auto Skip Youtube Ads;Auto skip and block youtube ads in android.
57;com.utube.videotube.vanced.kit;1,000,000+;Tools;0.0;XXX;True;Vanced Kit for VideoTube Block All Ads;A kit developed for easy installation. Non-root, no ads, no microG
58;com.adblocker.ashazapps;10,000+;Tools;0.0;USD;True;Adblock;Adblock app is best app to  block ads
59;com.crdev.AdsStopper;1,000+;Tools;0.0;XXX;True;Adblock - Block ads from all browsers 2021;his application will allow you to browse the web and all application on ...
60;co.blocksite;1,000,000+;Productivity;0.0;USD;True;BlockSite - Stay Focused & Control Your Time;BlockSite helps you stay focused by blocking distracting sites and apps.
61;com.agooday.skipads;500,000+;Tools;0.0;USD;True;Skip Ads;Auto click Skip Ads to skip YouTube ads, set time to pause YouTube video.
62;io.funswitch.blocker;1,000,000+;Lifestyle;0.0;USD;True;BlockerX-Porn blocker,App for no fap & safe search;This porn blocker helps in your no fap journey. Also helps quit porn addiction.
63;com.av1rus.adblockremover;100,000+;Tools;0.0;USD;True;Ad Block REMOVER - NEED ROOT;ROOTED PHONES ONLY...<br>READ DESCRIPTION...
64;org.adblockplus.browser.beta;100,000+;Communication;0.0;USD;True;Adblock Browser Beta: Block ads, browse faster;Surf the web without annoying ads. Adblock Browser is fast, secure and free.
65;com.spear_adblocker;10,000+;Productivity;0.0;XXX;True;SPEAR-AdBlocker;Samsung Internet AdBlocker
66;co.crystalapp.crystal;500,000+;Productivity;0.0;USD;True;Crystal Adblock for Samsung;Block Ads in Samsung Internet Browser!<br>Enjoy faster, secure browsing for free!
67;co.easy4u.popup.ads.detector;50,000+;Tools;0.0;USD;True;Popup ADs Detector;Detect and get rid of ADs showing outside of app in 3 steps
68;com.adguard.vpn;100,000+;Tools;0.0;USD;True;AdGuard VPN — Fast & secure, unlimited protection;"Turbo fast &amp; private VPN by the creators of the best ad blocker. Try for free!"
69;com.appsisland.ads.shield.content.blocker;10,000+;Tools;0.0;USD;True;Ads-Shield : Content Blocker;Tired of ad pop ups every time you browse internet? Block them at your will now!
70;com.plustwo.skipads;50,000+;Tools;0.0;USD;True;Skip Ads;"Click &quot;Skip ads&quot; button automatically !"
71;com.TripleVGames.Adblocker;10,000+;Arcade;0.0;USD;True;Popup Blocker;"It&#39;s not an actual AdBlocker, it&#39;s a game."
72;com.maximebertheau.uninstaller;10,000+;Tools;0.0;USD;True;Uninstaller - No ads - No pain;Multi-app uninstaller, no ads, no pain
73;app.no.vpn;100+;Lifestyle;0.0;USD;True;noVPN - Forever Free VPN, DNS and Block Ads;Lifetime and forever VPN, DNS and block ads.
74;com.teqtic.lockmeout;100,000+;Productivity;0.0;USD;True;Lock Me Out 🥇 App Blocker & Website Blocker;Set up usage limits or schedule lockouts. Freedom from smartphone addiction! 😌
75;adblock.browser.popup.detector;5,000+;Communication;0.0;USD;True;Browser Popup Detector - Block Ads In Browser;Find which app launches your browser with ads and block ads on the website
76;com.mosoft.godzilla;1,000+;Communication;0.0;XXX;True;Godzilla Browser – AdBlocker  – Fastest Browser;Fast, ad blocker, browser and reduce internet data usage.
77;com.ucturbo;10,000,000+;Communication;0.0;USD;True;UC Browser Turbo- Fast Download, Secure, Ad Block;Download UC Browser Turbo app - Get a fast, secure and simple browser.
78;com.mw.applockerblocker;10,000+;Tools;0.0;USD;True;Lock N' Block - App Protector and Blocker;"A real &quot;Swiss Army Knife&quot; to protect your apps"
79;com.pt.tool.away;10,000+;Tools;0.0;USD;True;Skip Ads for Apps;This is an auto-skip tool that targets at Smartphone App Ads.
80;com.consulenza.umbrellacare;10,000+;Tools;0.0;USD;True;Umbrella - Adblock & Firewall;Ad blocking and traffic control
81;com.protectstar.firewall;100,000+;Tools;0.0;XXX;True;No Root Firewall, Internet Data Blocker Protection;The most secure Personal Firewall in the world that fits in your pocket
82;com.wavesnet.www.mybrowser1;100+;Communication;0.0;USD;True;My Browser(Light&Fast) No Ads,Block Ads;This browser is developed for fast surfing,lite mode
83;cz.mobilesoft.appblock;1,000,000+;Productivity;0.0;USD;True;AppBlock - Stay Focused (Block Websites & Apps);The best productivity app that helps you reduce the time spent on your phone.
84;com.agooday.skipadspro;10,000+;Tools;3.19;AUD;False;Skip Ads Pro;"Auto mute &amp; skip YouTube ads, <br>Timer to pause YouTube"
85;co.easy4u.ncleaner;1,000,000+;Productivity;0.0;USD;True;Notification Blocker & Cleaner & Heads-up Off;Keep the notification bar neat and clean ✨
86;com.msw.pornblocker;100,000+;Parenting;0.0;USD;True;Pure Web - The First Porn Blocker;Pure Web provides the easiest way to block all porn content and adult websites
87;dnsfilter.android;50,000+;Tools;0.0;XXX;True;personalDNSfilter - block tracking, malware & more;A tiny tool to protect you from tracking, malware and other unwanted content
88;com.noad.it;1,000+;Tools;0.0;USD;True;NoAd;Finally STOP advertising on applications and browsers.
89;com.stayfocused;1,000,000+;Productivity;0.0;USD;True;Stay Focused - App & Website Block | Usage Tracker;App Block | Website Blocker | Distraction Blocker | Usage tracker | Self Control
90;com.camhart.pornblocker;100,000+;Productivity;0.0;USD;True;Free Porn Filter / Blocker;Free filter, with premium filter lock and accountability alerts.
91;com.kiddoware.kidsafebrowser;1,000,000+;Tools;0.0;USD;True;Safe Browser Parental Control - Blocks Adult Sites;"Safe kids search &amp; safe browser app to block access to unsafe websites."
92;com.rucksack.adblock.anti_tracking;10,000+;Communication;0.0;USD;True;NoTrack - Anti tracking, privacy, data protection;Blocks web trackers for privacy protection. Plus Adblock in browser.
93;bg.alexxx.playtubeapp;5,000+;Tools;0.0;USD;True;Skip Ads ＆ Non Stop;"Click &quot;Skip ads&quot;, &quot;PLAY NOW&quot; automatically, muting ads while they are playing..."
94;com.xbrowser.play;5,000,000+;Communication;0.0;USD;True;XBrowser - Super fast and Powerful;"Fast mini browser.Less than 1M;Strong ad blocking ability;Clean and Powerful"
95;com.smsBlocker;1,000,000+;Communication;0.0;USD;True;Block Text, Spam Blocker for android;"Block text messages, Block email text &amp; Group messages, Text blocker for android"
96;com.bestnewstopadvideoonlinetips.govidestopdeguidetips;100,000+;Entertainment;0.0;USD;True;Free Block All Ads For Vanced ads Tips walkthrough;step by step Block all ads for app help you to Block all ads on videos.
97;com.cobalt.app.browser;10,000+;Communication;0.0;XXX;True;Cobalt Web Browser | Fast, Secure, Private;Block Ads - Fast, Private and Secure Browsing with Cobalt Browser.
98;adblocker.lite.browser;50,000+;Communication;0.0;USD;True;AdBlocker Lite Browser;"Ad blocker Browser is lite weight, save your data &amp; battery &amp; Block Ads."
99;mobi.mgeek.TunnyBrowser;50,000,000+;Communication;0.0;USD;True;Dolphin Browser - Fast, Private & Adblock🐬;"Best web browser with flash player, fast download, ad blocker &amp; incognito mode."
100;net.bluehack.blu;100,000+;Communication;0.0;USD;True;BLU Internet Browser :AdBlock,Light,Secure & Fast;BLU Internet is a fast, free, secure web browser with a built-in AdBlock.
101;com.notification.cleaner;100,000+;Communication;0.0;USD;True;Notifications Spam Blocker and Cleaner;Automatically block ads, junk and spammy notification messages
102;com.m24apps.appblocker;10,000+;Tools;0.0;USD;True;App Blocker: Stay Focused & No Distractions;"Block apps &amp; websites | Strict Mode | Notification Blocker | App Usage Tracker"
103;com.cake.browser;1,000,000+;Communication;0.0;USD;True;Cake Web Browser-Free VPN, Fast, Private, Adblock;"Fast web browser with swiping &amp; free unlimited VPN, ad block, private &amp; secure"
104;com.porn.blocker.purity.browser;50,000+;Communication;0.0;USD;True;Purity - Safe Browser, Porn Block Filter App Block;Porn-free browser that helps you break free from porn. Powered by DuckDuckGo.
105;com.khashayar.netshield.browsers;100+;Communication;0.0;USD;True;NetShield: Free Adblocker for All Browsers;More secure and faster ad blocker for every browser. NetShield
106;to.freedom.android2;100,000+;Productivity;0.0;USD;True;Freedom | Block Distracting Apps and Websites;Be focused and productive – block the apps and websites that distract you.
107;com.osiris.browser;100,000+;Communication;0.0;USD;True;Osiris Browser: No Ads, Secure Hyper Speed Browser;Hyper Speed Browser: No Ads, No Surveillance Scripts, Free and Saves Data Fees.
108;com.blocknotification.gamemode;100,000+;Tools;0.0;USD;True;Game Mode - Block Notifications during Game Play;Block All notifications during game, no disturbing notifications during gameplay
109;com.familyfirsttechnology.pornblocker;100,000+;Productivity;0.0;USD;True;DETOXIFY - Porn Blocker / App Blocker Accountable;Blocks 2 million+ porn sites. THRIVE! Be the best version of YOU.
110;com.blocking.sites;100,000+;Productivity;0.0;USD;True;Blocker - Free Website and Porn Blocker.;Are you looking for Website, Porn and Apps Blocker? Then your at right place.
111;com.amberweather.widget.vip;50,000+;Productivity;1.39;AUD;False;Block Ads in Amber Widgets;"Block push notifications &amp; Ads in Amber Widgets to have a better weather serive."
112;com.hsv.privatebrowser;500,000+;Entertainment;0.0;USD;True;Private Browser with Adblock & Incognito Browser;"Private Browser with Adblock, Secret browser &amp; Incognito browser for anonymous!"
113;com.mebrowser.webapp;500,000+;Communication;0.0;USD;True;Me Browser;Me Browser is the best browser with ad blocker, this fast, secure browser
114;entertainment.privatebrowser.vnstore;1,000+;Tools;0.0;XXX;True;Incognito Private Browser with Adblock;Private Browser, No histories, No cookies, No Cache, block all the ads websites
115;com.glennio.premium;10,000+;Tools;5.5;AUD;False;Premium Adfree;Premium Plugin to remove VIDEO DOWNLOADER APP ads **NOT ADS SHOWN BY WEBSITES**
116;com.cosmic.webbrowser;5,000+;Communication;5.49;AUD;False;Cosmic Browser: Fast, Safe, Private & Ad-blocker;A fast, safe, and light web browser with gestures support and Ad-blocker
117;com.jawaid.firebrowser;500+;Tools;0.0;USD;True;Leo Browser;Fast Internet Browser With Responsive Design And Ad Blocker
118;com.amber.vip.ad;1,000+;Weather;5.99;AUD;False;Ad Blocker Plug-in for Amber Widgets;Full refund (100% money back guarantee) if app does not work as described.
119;com.notic;100,000+;Tools;0.0;USD;True;Notification blocker. Notification cleaner;Take control over your notification Bar
120;com.thmf.as.skip_ads;5,000+;Tools;0.0;USD;True;Simple Video Ads Skipper 🚫;Automatically skip video ads of YouTube, Twitch,POOQ, AfreecaTV, NaverTV, oksusu
121;com.techproof.websiteblocker;50,000+;Productivity;0.0;USD;True;Porn Site Blocker & Graphic Violence - WebBlocker;"Lets you block all PORN🔞, graphic violence☠️ &amp; gambling/betting websites online"
122;org.triple.banana;10,000+;Communication;0.0;USD;True;Banana Browser (Adblock, DNS over HTTP / HTTPS);"Fast &amp; secure browser: Adblock, Secure DNS, Dark Mode, Secure Login"
123;com.rotech.bloqueiaanuncios;50,000+;Tools;0.0;USD;True;Bloqueia Anúncios;Blocks ads on major browsers, youtube, apps, and games.
124;com.elrond.maiar;100,000+;Communication;0.0;USD;True;Maiar Browser: Blazing fast, privacy first browser;Next generation browser with ad-blocker, for more speed, security and privacy
125;pcr.browser.polarity;10,000+;Communication;0.0;USD;True;Polarity Browser-Fast/No Ads;Polarity is a fast, ad free, and private browser with adblock and incognito.
126;com.mario.app.protection;100,000+;Tools;0.0;USD;True;Sexual Pron Sites & Ads Adult  Blocker;All Porn | sex WebSites | Adult | Ads Blocker
127;com.amber.vip.launcher.ad;1,000+;Personalization;3.09;AUD;False;Ad Blocker Plug-in for Launcher;Full refund (100% money back guarantee) if app does not work as described.
128;com.vmining.AdBlockPlus;5+;Tools;3.59;AUD;False;AdStop - ad blocker from all browsers 2021;ad blocking in all browsers
129;com.outcoder.browser;50,000+;Communication;0.0;USD;True;Surfy Browser - Best UI, AdBlock, Text-to-Speech;Listen to pages. True full-screen. Password protection. Ad blocker. Incognito
130;com.atominvention.atombrowser;500+;Communication;0.0;USD;True;Cube Browser (Ads Blocking, Batch photo download);Cube Browser is a light and fast browser for your everyday web browsing
131;com.fast.turbobrowser;10,000+;Communication;0.0;USD;True;Turbo Browser- Fast And Secure with Ad Block;Turbo Browser It is specifically designed for mobile phones.
132;com.epic.browser;100,000+;Productivity;0.0;USD;True;Epic Privacy Browser - AdBlocker, Vault, Free VPN;"Built on Chromium to be Fast &amp; Secure. Engineered to Keep Your Browsing Private."
133;com.kawkaw.pornblocker.safebrowser.up;1,000,000+;Parenting;0.0;USD;True;Porn Blocker : Safe Search & Web Filter;Porn blocker that makes internet more safe
134;com.expecode.toweb;100+;Communication;0.0;USD;True;XOBROWSER - Ads block & video download;Full-featured mobile browser
135;com.hanstudio.notifyblocker;100,000+;Productivity;0.0;USD;True;Notification Cleaner & Blocker & Screen Lock;Clean Notifications Smartly , Easily and  Screen Lock, APK Transfer, App Sharing
136;matt.playtube.videotube.vancedtube;10,000+;Video Players & Editors;0.0;XXX;True;Vanced Tube - Free Block Ads for Video Tube;Block Ads for Video Tube, Play in both full screen or floating popup window mode
137;ru.khd.lib.ads;1,000+;Libraries & Demo;5.99;AUD;False;Плагин ADS +;Plugin to disable ads
138;app.adlocker;1,000+;Tools;0.0;XXX;True;AdLocker - Free Adblock & Firewall;Ad blocking and traffic control
139;com.naver.whale;1,000,000+;Communication;0.0;USD;True;Naver Whale Browser;A fast, easy, customizable browser supporting sync and blocking abusive ads.
140;com.magellanbrowser.adblocker;1,000+;Communication;0.0;USD;True;Magellan Browser - Free & Fast Adblocker;Magellan is Ad-free, high-speed and customizable web browser.
141;com.sibimobilelab.amazebrowser;100,000+;Communication;0.0;USD;True;Amaze Browser. Cast web videos;"Adblock, detect, play, download, cast web video/audio to Chromecast &amp;bubble mode"
142;com.cookiegames.smartcookie;50,000+;Tools;0.0;USD;True;SmartCookieWeb: Secure Web Browser;A free and open source web browser that blocks ads and trackers.
143;com.androidbull.incognito.browser;1,000,000+;Communication;0.0;USD;True;Incognito Browser - Private Browser with AdBlock!;An ultra secure Incognito browser to surf the web privately [with an Ad-blocker]
144;com.merxury.blocker;5,000+;Tools;0.0;USD;True;Blocker - App Component Controller;An useful tools that controls activities and broadcasts, etc.
145;com.lechneralexander.privatebrowser;1,000,000+;Tools;0.0;USD;True;Private Browser;Private Internet Browser, surf Incognito, all Private Data gets deleted. No Ads!
146;com.uc.browser1;1,000+;Communication;0.0;XXX;True;New UC Browser - Fast Download, Private, Ad block;New CU browser mini improve your browsing speed 🚀
147;com.airdatatech.optima;1,000+;Social;0.0;USD;True;Браузер Optima - с поддержкой AdBlock & Extensions;Fast and secure browser with extension support and ad blocking.
148;live.teekamsuthar.mutify;5,000+;Music & Audio;0.0;XXX;True;Mutify - Mute annoying ads;"A powerful, light-weight &amp; free Spotify Ad silencing app. [Read Description⬇]"
149;com.blindcut.flutter.browser;100+;Productivity;0.0;USD;True;Datacappy Ad Blocking Browser;Datacappy Ad Blocking Browser
150;app.stampy.browser;5,000+;Communication;0.0;USD;True;Stampy Browser: AdBlocker, Incognito and Secure;Stampy Browser: fast, secure, no ads. Browse fast: adblocker, incognito, privacy
151;com.mobisoft.webguard;100,000+;Tools;0.0;USD;True;Guard My Web Adblock VPN;Guard My Web is a unique no root ad blocker with VPN privacy
152;com.vpngalaxy.app;50,000+;Tools;0.0;USD;True;VPN Galaxy - VPN Proxy & AdBlock;VPN Galaxy offers you opportunity to enjoy the internet unlimitedly and freely!
153;com.securebrowser.private.safesearch.adblock;5,000+;Communication;0.0;USD;True;Muscat Lite – Secure Private Browser & Safe Search;"Surf securely without ads &amp; easy clear history in Muscat incognito browser"
154;com.rotech.adblock;10,000+;Tools;0.0;USD;True;Bloqueia Anúncios;Blocks ads on major browsers, youtube, apps and games.
155;com.indian.browser.fast.web.browsing.free;50,000+;Communication;0.0;USD;True;Indian Browser;Indian Browser is Fast, Secure, Data Saving, Ad Blocker, Private Browser
156;com.stealthmobile.browser;50,000+;Lifestyle;0.0;USD;True;Stealth Browser - Fast Private;"The BEST free browser for speed, privacy and an &#39;AD-FREE&#39; browsing experience."
157;com.nationaledtech.spinbrowser;500,000+;Lifestyle;0.0;USD;True;SPIN Safe Browser: Best Filtered Website Browser;Best Nudity/Pornography Blocker and Dangerous Adult Content Filter  🚫Ad-Free 🚫
158;com.antiporn.pornoblock.safebrowser;5,000,000+;Communication;0.0;USD;True;Porn & Ads blocker browser;A porn blocker and ads blocker, blocking all famous known porn websites
159;com.adblock.skipads;50+;Tools;15.99;AUD;False;Auto Skip Ads Pro - Adblocker;Effective way to skip annoying ads
160;com.wProxyBrowser_10222471;50+;Communication;3.39;AUD;False;Proxy Browser - Adblock Secured Private Tor Proxy;"Proxy Browser is a Private, Secured Browser with Adblock &amp; Tor Proxy connection"
161;com.segfaultstudios.suckmyads;5,000+;Tools;0.0;USD;True;Suck My Ads!      ✦(root)✦;"&#39;Cause you don&#39;t need to buy more stuff"
162;appinventor.ai_DaProgramerForBatch.TinyProxy_Paid;1,000+;Tools;1.39;AUD;False;TinyProxy - Webproxy & Adblock;TinyProxy is a simple and tiny web proxy for accessing blocked websites.
163;com.thefrenchsoftware.radiomusicbox;100+;Music & Audio;0.0;USD;True;AdBlock Radio; or how to listen to your favourite WEB Radio without advertising
164;com.india.ucbrowser;500+;Communication;0.0;XXX;True;Fast browser- Ad blocker, Secure,fast downloads;Browse Internet At Lightning speeds with inbuilt intelligent ad blocker
165;com.laggame.musicadblock;5+;Music & Audio;0.99;AUD;False;Music Adblock;Music Adblock mutes music volume when a Spotify ad is playing.
166;com.blocker.adblockxprotector;5+;Productivity;0.0;XXX;True;AdBlock X Protector;Protect your device
167;com.mini.web.browser;500+;Tools;0.0;USD;True;Sunflower Browser;Fast browser with private space,ad blocker,video download and incognito mode
168;com.emmanuelmolefi.skipadsapp;1,000+;Productivity;0.0;USD;True;Skip Ads App;Skip Ads App is a productivity tool to automate skipping ads and much more.
169;com.wTopTon_11625919;500+;Tools;0.0;USD;True;Free and Fast Browser : TopTon;Fast, secure browser-data savings, ad blocker,  fast downloading.
170;id.mukti.app.adblockuiandroid;100+;Tools;0.0;USD;True;AdBlock UI For Pi-Hole;This is a convenient layer application for Pi-Hole setup.
171;care4u.browsecare;1,000+;Communication;0.0;USD;True;Browse Care;Indian Browser with high speed download, light size,ad blocker
172;com.gc.adsSkipads;5,000+;Tools;0.0;USD;True;Ads Skip Your Ads;Ads Skip Your Ads will skip utube ads for you.
173;com.skip.video.ads;1,000+;Tools;0.0;USD;True;Skip Ads;Automatically remove and mute Ads
174;mtc.milesthecreator.adsaway;1,000+;Arcade;0.0;USD;True;Ads away;A click a day keeps the ads away!
175;com.AugmentedWorld.NOMOREADS;5,000+;Arcade;0.0;USD;True;NO MORE ADS!;"Ad&#39;s are invading your system. Shoot the ads or all will be lost..."
176;com.pandora.browser;100,000+;Communication;0.0;USD;True;Pando Browser - Adsblock, Superfast, IPFS;Web Browser
