file_name,class_name,package_component,detail
com.jet.browser.apk,classes.dex,manipulator,['dexmerge']
com.ksmobile.cb.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'SIM operator check', 'network operator name check', 'ro.build.type check', 'ro.product.device check', 'possible ro.secure check']"
com.ksmobile.cb.apk,classes.dex,compiler,['dx']
com.conjugate.adsblocker.apk,classes.dex,anti_vm,['Build.MANUFACTURER check']
com.conjugate.adsblocker.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.conjugate.adsblocker.apk,classes.dex,manipulator,['dexmerge']
com.opera.vpn.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.opera.vpn.apk,classes.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'possible VM check']"
com.opera.vpn.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.opera.vpn.apk,classes.dex,manipulator,['dexmerge']
com.grvsoftware.GRVCPS.apk,classes.dex,anti_vm,['Build.MANUFACTURER check']
com.grvsoftware.GRVCPS.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.grvsoftware.GRVCPS.apk,classes.dex,manipulator,['dexmerge']
com.flyperinc.flyperlink.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check']"
com.flyperinc.flyperlink.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.flyperinc.flyperlink.apk,classes.dex,compiler,['dx']
com.zohib.browser.apk,classes.dex,compiler,['dx']
com.jerky.browser2.apk,classes.dex,anti_vm,['Build.MANUFACTURER check']
com.jerky.browser2.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.jerky.browser2.apk,classes.dex,manipulator,['dexmerge']
mobi.flame.browser.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'subscriber ID check']"
mobi.flame.browser.apk,classes.dex,compiler,['dx']
com.jiran.xkeeperMobile.apk,classes.dex,anti_vm,['network operator name check']
com.jiran.xkeeperMobile.apk,classes.dex,compiler,['dx']
siy.browser.apk,classes.dex,compiler,['dx']
com.appsverse.photon.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'SIM operator check', 'network operator name check']"
com.appsverse.photon.apk,classes.dex,compiler,['dx']
com.btzsoft.vpnclient.apk,classes.dex,anti_vm,['Build.BOARD check']
com.btzsoft.vpnclient.apk,classes.dex,compiler,['dx']
com.mmbox.xbrowser.gp.apk,classes.dex,anti_vm,"['Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check', 'network operator name check']"
com.mmbox.xbrowser.gp.apk,classes.dex,compiler,['dx']
jad.internet.browser.block.apk,classes.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check']"
jad.internet.browser.block.apk,classes.dex,compiler,['dx']
com.chisstech.android2.apk,classes.dex,anti_vm,['Build.MANUFACTURER check']
com.chisstech.android2.apk,classes.dex,compiler,['dx']
com.chisstech.android2.apk,bin/classes.dex,compiler,['dx']
com.wFastCat.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'SIM operator check', 'network operator name check']"
com.wFastCat.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.wFastCat.apk,classes.dex,manipulator,['dexmerge']
com.wFastCat.apk,classes.dex,obfuscator,"['Arxan', 'unreadable field names', 'unreadable method names']"
com.mmbox.xbrowser.pro.apk,classes.dex,anti_vm,"['Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check', 'network operator name check']"
com.mmbox.xbrowser.pro.apk,classes.dex,compiler,['dx']
com.blinkbuddies.musicalbabymobile.apk,classes.dex,anti_vm,"['Build.MANUFACTURER check', 'possible Build.SERIAL check', 'SIM operator check']"
com.blinkbuddies.musicalbabymobile.apk,classes.dex,compiler,['dexlib 2.x']
com.saschaha.browser.apk,classes.dex,compiler,['dx']
com.bluepointsecurity.adtrapaurora.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']"
com.bluepointsecurity.adtrapaurora.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.bluepointsecurity.adtrapaurora.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.bluepointsecurity.adtrapaurora.apk,classes.dex,manipulator,['dexmerge']
or.kr.moiba.winc.apk,classes.dex,compiler,['dx']
it.mic.rassegnastampa.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'network operator name check']"
it.mic.rassegnastampa.apk,classes.dex,compiler,['dx (possible dexmerge)']
it.mic.rassegnastampa.apk,classes.dex,manipulator,['dexmerge']
com.vionika.firephoenix.apk,classes.dex,anti_vm,"['Build.MANUFACTURER check', 'SIM operator check']"
com.vionika.firephoenix.apk,classes.dex,compiler,['dx']
com.lausny.ocvpnaio.allpay.apk,assets/alipay-newmsp-5.0.9.apk!classes.dex,anti_vm,"['Build.MODEL check', 'device ID check', 'subscriber ID check']"
com.lausny.ocvpnaio.allpay.apk,assets/alipay-newmsp-5.0.9.apk!classes.dex,compiler,['dx']
com.lausny.ocvpnaio.allpay.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check']"
com.lausny.ocvpnaio.allpay.apk,classes.dex,compiler,['dx']
jad.fast.internet.browser.apk,classes.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check']"
jad.fast.internet.browser.apk,classes.dex,compiler,['dx']
hotspotshield.android.vpn.apk,classes2.dex,compiler,['dx']
hotspotshield.android.vpn.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check']"
hotspotshield.android.vpn.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
hotspotshield.android.vpn.apk,classes.dex,compiler,['dx']
org.adblockplus.adblockplussbrowser.apk,classes.dex,compiler,['dx (possible dexmerge)']
org.adblockplus.adblockplussbrowser.apk,classes.dex,manipulator,['dexmerge']
com.inquso.email.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.inquso.email.apk,classes.dex,anti_vm,"['Build.MANUFACTURER check', 'possible Build.SERIAL check', 'SIM operator check', 'network operator name check', 'subscriber ID check']"
com.inquso.email.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.inquso.email.apk,classes.dex,manipulator,['dexmerge']
com.mobilefence.family.apk,classes.dex,anti_vm,"['Build.BOARD check', 'possible Build.SERIAL check']"
com.mobilefence.family.apk,classes.dex,compiler,['dx']
jp.myumyu.piggybrowser.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check']"
jp.myumyu.piggybrowser.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
jp.myumyu.piggybrowser.apk,classes.dex,compiler,['dx']
dotc.mobi.swift.browser.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'subscriber ID check']"
dotc.mobi.swift.browser.apk,classes.dex,compiler,['dx']
sairam.simplebrowser.apk,classes.dex,anti_vm,['Build.BOARD check']
sairam.simplebrowser.apk,classes.dex,compiler,['dx (possible dexmerge)']
sairam.simplebrowser.apk,classes.dex,manipulator,['dexmerge']
com.mls.updater.apk,classes.dex,anti_vm,"['Build.MANUFACTURER check', 'possible Build.SERIAL check']"
com.mls.updater.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.mls.updater.apk,classes.dex,manipulator,['dexmerge']
com.browser.securebrowser.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'SIM operator check']"
com.browser.securebrowser.apk,classes.dex,compiler,['dx']
browser4g.fast.internetwebexplorer.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'network operator name check']"
browser4g.fast.internetwebexplorer.apk,classes.dex,compiler,['dx (possible dexmerge)']
browser4g.fast.internetwebexplorer.apk,classes.dex,manipulator,['dexmerge']
browser4g.fast.internetwebexplorer.apk,assets/dex.jar!classes.dex,compiler,['dx']
net.bypass.vpn.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'SIM operator check', 'network operator name check']"
net.bypass.vpn.apk,classes.dex,compiler,['dx']
com.iamveryrich.apk,classes.dex,anti_vm,['Build.MANUFACTURER check']
com.iamveryrich.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.iamveryrich.apk,classes.dex,manipulator,['dexmerge']
mobi.mgeek.browserfaster.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.BOARD check']"
mobi.mgeek.browserfaster.apk,classes.dex,compiler,['dx (possible dexmerge)']
mobi.mgeek.browserfaster.apk,classes.dex,manipulator,['dexmerge']
es.soguezvm.supreme.apk,classes.dex,compiler,['dx (possible dexmerge)']
es.soguezvm.supreme.apk,classes.dex,manipulator,['dexmerge']
mvvmappiappi.mvvmappiappi.apk,classes.dex,compiler,['dx']
mvvmappiappi.mvvmappiappi.apk,bin/StarIOSDK.apk!classes.dex,compiler,['dx (possible dexmerge)']
mvvmappiappi.mvvmappiappi.apk,bin/StarIOSDK.apk!classes.dex,manipulator,['dexmerge']
mvvmappiappi.mvvmappiappi.apk,bin/classes.dex,compiler,['dx (possible dexmerge)']
mvvmappiappi.mvvmappiappi.apk,bin/classes.dex,manipulator,['dexmerge']
mvvmappiappi.mvvmappiappi.apk,bin/dexedLibs/StarIOPort3.1-8203e28387113f1b29f493d28f42d262.jar!classes.dex,compiler,['dx']
mvvmappiappi.mvvmappiappi.apk,bin/dexedLibs/annotations-4b0e3587d94d5986d1defd8bf5c41c9b.jar!classes.dex,compiler,['unknown (please file detection issue!)']
com.seven.adclear.fsb.apk,classes.dex,anti_vm,"['Build.MODEL check', 'possible Build.SERIAL check']"
com.seven.adclear.fsb.apk,classes.dex,compiler,['dx']
zerolab.android.pdown.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check']"
zerolab.android.pdown.apk,classes.dex,compiler,['dx']
com.mwm.thequest.apk,classes.dex,anti_vm,['Build.MANUFACTURER check']
com.mwm.thequest.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.mwm.thequest.apk,classes.dex,manipulator,['dexmerge']
net.rocket.browser.apk,classes.dex,anti_vm,['Build.MANUFACTURER check']
net.rocket.browser.apk,classes.dex,compiler,['dx (possible dexmerge)']
net.rocket.browser.apk,classes.dex,manipulator,['dexmerge']
gl.msk.bro.apk,classes.dex,compiler,['dx']
com.chimbori.hermitcrab.apk,classes.dex,compiler,['dx']
com.mx.browser.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'SIM operator check', 'network operator name check', 'device ID check', 'subscriber ID check', 'possible VM check']"
com.mx.browser.apk,classes.dex,compiler,['dexlib 2.x']
com.oorweb.uc.Activity.apk,classes.dex,anti_vm,"['Build.MANUFACTURER check', 'SIM operator check', 'network operator name check']"
com.oorweb.uc.Activity.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.oorweb.uc.Activity.apk,classes.dex,manipulator,['dexmerge']
com.lookout.apk,classes2.dex,compiler,['dx']
